DATE,DEMAND_QTY
2019-01-09,39600
2019-01-08,38100
2019-01-07,38750
2019-01-04,37450
2019-01-03,37600
2019-01-02,38750
2018-12-28,38700
2018-12-27,38250
2018-12-26,38350
2018-12-24,38800
2018-12-21,38650
2018-12-20,38650
2018-12-19,39100
2018-12-18,38900
2018-12-17,39150
2018-12-14,38950
2018-12-13,40000
2018-12-12,40450
2018-12-11,40250
2018-12-10,40200
2018-12-07,40950
2018-12-06,40500
2018-12-05,41450
2018-12-04,42150
2018-12-03,43250
2018-11-30,41850
2018-11-29,43150
2018-11-28,43150
2018-11-27,43050
2018-11-26,42600
2018-11-23,42400
2018-11-22,42450
2018-11-21,42100
2018-11-20,42800
2018-11-19,43650
2018-11-16,44000
2018-11-15,44250
2018-11-14,44100
2018-11-13,44500
2018-11-12,45200
2018-11-09,44300
2018-11-08,44050
2018-11-07,44000
2018-11-06,43750
2018-11-05,43800
2018-11-02,44150
2018-11-01,42150
2018-10-31,42400
2018-10-30,42350
2018-10-29,41400
2018-10-26,41000
2018-10-25,41000
2018-10-24,42550
2018-10-23,43050
2018-10-22,43550
2018-10-19,43900
2018-10-18,44050
2018-10-17,44150
2018-10-16,43600
2018-10-15,43800
2018-10-12,44000
2018-10-11,43100
2018-10-10,45300
2018-10-08,44950
2018-10-05,44700
2018-10-04,44700
2018-10-02,45700
2018-10-01,46350
2018-09-28,46450
2018-09-27,47500
2018-09-21,47400
2018-09-20,47250
2018-09-19,46150
2018-09-18,45500
2018-09-17,45150
2018-09-14,45850
2018-09-13,44050
2018-09-12,44550
2018-09-11,45050
2018-09-10,45500
2018-09-07,44900
2018-09-06,46100
2018-09-05,46600
2018-09-04,47650
2018-09-03,47450
2018-08-31,48450
2018-08-30,47650
2018-08-29,46800
2018-08-28,46550
2018-08-27,46300
2018-08-24,46150
2018-08-23,46200
2018-08-22,46100
2018-08-21,44800
2018-08-20,43850
2018-08-17,44100
2018-08-16,44250
2018-08-14,45150
2018-08-13,45050
2018-08-10,45400
2018-08-09,46900
2018-08-08,46800
2018-08-07,46700
2018-08-06,45800
2018-08-03,45750
2018-08-02,45550
2018-08-01,46550
2018-07-31,46250
2018-07-30,46500
2018-07-27,46900
2018-07-26,46900
2018-07-25,46150
2018-07-24,46150
2018-07-23,46500
2018-07-20,47450
2018-07-19,46900
2018-07-18,46550
2018-07-17,45850
2018-07-16,46050
2018-07-13,46500
2018-07-12,45500
2018-07-11,46000
2018-07-10,46300
2018-07-09,45600
2018-07-06,44900
2018-07-05,45950
2018-07-04,46250
2018-07-03,46150
2018-07-02,45550
2018-06-29,46650
2018-06-28,46800
2018-06-27,47950
2018-06-26,47000
2018-06-25,46650
2018-06-22,47250
2018-06-21,47050
2018-06-20,47000
2018-06-19,47000
2018-06-18,46600
2018-06-15,47650
2018-06-14,48200
2018-06-12,49400
2018-06-11,49900
2018-06-08,49650
2018-06-07,50600
2018-06-05,51300
2018-06-04,51100
2018-06-01,51300
2018-05-31,50700
2018-05-30,49500
2018-05-29,51300
2018-05-28,52300
2018-05-25,52700
2018-05-24,51400
2018-05-23,51800
2018-05-21,50000
2018-05-18,49500
2018-05-17,49400
2018-05-16,49850
2018-05-15,49200
2018-05-14,50100
2018-05-11,51300
2018-05-10,51600
2018-05-09,50900
2018-05-08,52600
2018-05-04,51900
2016-11-23,1649000
2016-11-22,1640000
2016-11-21,1593000
2016-11-18,1586000
2016-11-17,1568000
2016-11-16,1558000
2016-11-15,1539000
2016-11-14,1553000
2016-11-11,1598000
2016-11-10,1649000
2016-11-09,1596000
2016-11-08,1644000
2016-11-07,1640000
2016-11-04,1627000
2016-11-03,1616000
2016-11-02,1643000
2016-11-01,1652000
2016-10-31,1639000
2016-10-28,1614000
2016-10-27,1573000
2016-10-26,1567000
2016-10-25,1597000
2016-10-24,1608000
2016-10-21,1589000
2016-10-20,1620000
2016-10-19,1625000
2016-10-18,1589000
2016-10-17,1590000
2016-10-14,1577000
2016-10-13,1557000
2016-10-12,1535000
2016-10-11,1545000
2016-10-10,1680000
2016-10-07,1706000
2016-10-06,1691000
2016-10-05,1619000
2016-10-04,1614000
2016-09-30,1598000
2016-09-29,1600000
2016-09-28,1567000
2016-09-27,1569000
2016-09-26,1568000
2016-09-23,1571000
2016-09-22,1618000
2016-09-21,1592000
2016-09-20,1585000
2016-09-19,1558000
2016-09-13,1527000
2016-09-12,1465000
2016-09-09,1575000
2016-09-08,1639000
2016-09-07,1621000
2016-09-06,1643000
2016-09-05,1606000
2016-09-02,1597000
2016-09-01,1587000
2016-08-31,1620000
2016-08-30,1645000
2016-08-29,1640000
2016-08-26,1612000
2016-08-25,1639000
2016-08-24,1653000
2016-08-23,1687000
2016-08-22,1665000
2016-08-19,1675000
2016-08-18,1640000
2016-08-17,1566000
2016-08-16,1568000
2016-08-12,1545000
2016-08-11,1559000
2016-08-10,1541000
2016-08-09,1567000
2016-08-08,1569000
2016-08-05,1561000
2016-08-04,1517000
2016-08-03,1517000
2016-08-02,1548000
2016-08-01,1568000
2016-07-29,1539000
2016-07-28,1507000
2016-07-27,1527000
2016-07-26,1530000
2016-07-25,1502000
2016-07-22,1516000
2016-07-21,1543000
2016-07-20,1540000
2016-07-19,1533000
2016-07-18,1533000
2016-07-15,1518000
2016-07-14,1500000
2016-07-13,1481000
2016-07-12,1464000
2016-07-11,1489000
2016-07-08,1460000
2016-07-07,1450000
2016-07-06,1421000
2016-07-05,1469000
2016-07-04,1466000
2016-07-01,1466000
2016-06-30,1425000
2016-06-29,1396000
2016-06-28,1399000
2016-06-27,1398000
2016-06-24,1400000
2016-06-23,1430000
2016-06-22,1445000
2016-06-21,1448000
2016-06-20,1431000
2016-06-17,1426000
2016-06-16,1409000
2016-06-15,1413000
2016-06-14,1380000
2016-06-13,1371000
2016-06-10,1406000
2016-06-09,1430000
2016-06-08,1406000
2016-06-07,1398000
2016-06-03,1377000
2016-06-02,1365000
2016-06-01,1333000
2016-05-31,1292000
2016-05-30,1280000
2016-05-27,1282000
2016-05-26,1296000
2016-05-25,1295000
2016-05-24,1271000
2016-05-23,1286000
2016-05-20,1269000
2016-05-19,1270000
2016-05-18,1268000
2016-05-17,1264000
2016-05-16,1248000
2016-05-13,1253000
2016-05-12,1281000
2016-05-11,1292000
2016-05-10,1296000
2016-05-09,1299000
2016-05-04,1290000
2016-05-03,1261000
2016-05-02,1250000
2016-04-29,1245000
2016-04-28,1265000
2016-04-27,1300000
2016-04-26,1296000
2016-04-25,1281000
2016-04-22,1280000
2016-04-21,1294000
2016-04-20,1299000
2016-04-19,1288000
2016-04-18,1299000
2016-04-15,1300000
2016-04-14,1300000
2016-04-12,1275000
2016-04-11,1266000
2016-04-08,1246000
2016-04-07,1269000
2016-04-06,1285000
2016-04-05,1260000
2016-04-04,1305000
2016-04-01,1279000
2016-03-31,1312000
2016-03-30,1308000
2016-03-29,1290000
2016-03-28,1294000
2016-03-25,1288000
